,id,url,name,national_park,rating,difficulty,length,elevation_gain,route_type,dog_status,kid_status,bike_status,attributes,state,time
8888,8894,https://www.alltrails.com/trail/us/wyoming/fairy-creek-trail-to-imperial-geyser?ref=result-card,Fairy Creek Trail to Imperial Geyser,Yellowstone National Park,4.5,easy,6.5,387.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'hot springs', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'fee', 'no dogs']",Wyoming,2.88
8890,8896,https://www.alltrails.com/trail/us/wyoming/the-grand-teton-loop-trail?ref=result-card,The Grand Teton Loop Trail,Grand Teton National Park,5.0,hard,34.3,7060.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'bird watching', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'fee', 'no dogs']",Wyoming,24.0
8891,8897,https://www.alltrails.com/trail/us/wyoming/yellowstone-natural-bridge-trail?ref=result-card,Yellowstone Natural Bridge Trail,Yellowstone National Park,4.0,moderate,3.1,216.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'camping', 'hiking', 'nature trips', 'walking', 'bird watching', 'forest', 'partially paved', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.23
8892,8898,https://www.alltrails.com/trail/us/wyoming/clear-lake-artists-point-loop-trail?ref=result-card,Clear Lake Artist's Point Loop Trail,Yellowstone National Park,4.5,moderate,3.9,423.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'forest', 'lake', 'hot springs', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.58
8894,8900,https://www.alltrails.com/trail/us/wyoming/mud-volcano-trail?ref=result-card,Mud Volcano Trail,Yellowstone National Park,4.5,easy,0.8,118.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'nature trips', 'walking', 'forest', 'hot springs', 'paved', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,0.32
8895,8901,https://www.alltrails.com/trail/us/wyoming/hidden-falls-via-string-lake-trail?ref=result-card,Hidden Falls via String Lake Trail,Grand Teton National Park,5.0,easy,4.6,472.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'running', 'lake', 'river', 'views', 'waterfall', 'wildlife', 'fee', 'no dogs']",Wyoming,2.17
8898,8904,https://www.alltrails.com/trail/us/wyoming/surprise-amphitheater-delta-lakes?ref=result-card,"Surprise, Amphitheater and Delta Lakes via Amphitheater Trail",Grand Teton National Park,5.0,hard,11.5,3667.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['fishing', 'hiking', 'nature trips', 'bird watching', 'forest', 'views', 'wildlife', 'rocky', 'snow', 'fee', 'no dogs']",Wyoming,7.12
8899,8905,https://www.alltrails.com/trail/us/wyoming/paintbrush-canyon-string-lake-loop-trail-to-lake-solitude?ref=result-card,Paintbrush Canyon & String Lake Loop Trail to Lake Solitude,Grand Teton National Park,4.5,hard,20.4,5721.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'walking', 'bird watching', 'running', 'beach', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,24.0
8900,8906,https://www.alltrails.com/trail/us/wyoming/elephant-back-loop-trail?ref=result-card,Elephant Back Mountain Trail,Yellowstone National Park,4.5,moderate,3.6,793.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'horseback riding', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.98
8901,8907,https://www.alltrails.com/trail/us/wyoming/woodland-and-lake-creek-trail-loop?ref=result-card,Woodland and Lake Creek Trail Loop,Grand Teton National Park,4.5,moderate,3.3,272.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.52
8902,8908,https://www.alltrails.com/trail/us/wyoming/lamar-valley-trail?ref=result-card,Lamar Valley Trail,Yellowstone National Park,4.5,moderate,7.1,698.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'bird watching', 'running', 'hot springs', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,3.33
8903,8909,https://www.alltrails.com/trail/us/wyoming/black-sand-basin-loop-yellowstone-np?ref=result-card,Black Sand Basin Trail,Yellowstone National Park,4.5,easy,0.5,9.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'lake', 'hot springs', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,0.2
8905,8911,https://www.alltrails.com/trail/us/wyoming/phelps-lake-overlook?ref=result-card,Phelps Lake Overlook,Grand Teton National Park,4.5,easy,2.0,413.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'running', 'lake', 'views', 'fee', 'no dogs']",Wyoming,1.08
8907,8913,https://www.alltrails.com/trail/us/wyoming/storm-point-loop?ref=result-card,Storm Point Loop,Yellowstone National Park,4.5,easy,2.5,98.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'beach', 'lake', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee', 'no dogs']",Wyoming,0.98
8908,8914,https://www.alltrails.com/trail/us/wyoming/bearpaw-and-trapper-lake-trail?ref=result-card,Bearpaw and Trapper Lake Trail,Grand Teton National Park,4.5,moderate,7.8,137.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'backpacking', 'camping', 'hiking', 'horseback riding', 'nature trips', 'walking', 'bird watching', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,3.23
8909,8915,https://www.alltrails.com/trail/us/wyoming/granite-canyon-trail?ref=result-card,Granite Canyon Trail,Grand Teton National Park,4.5,moderate,11.7,1876.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'skiing', 'walking', 'bird watching', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,5.98
8910,8916,https://www.alltrails.com/trail/us/wyoming/death-canyon-and-phelps-lake-loop?ref=result-card,Death Canyon and Phelps Lake Loop,Grand Teton National Park,4.5,moderate,7.6,1279.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['camping', 'hiking', 'nature trips', 'walking', 'running', 'beach', 'forest', 'lake', 'wildflowers', 'fee', 'no dogs']",Wyoming,3.92
8913,8919,https://www.alltrails.com/trail/us/wyoming/trout-lake-loop?ref=result-card,Trout Lake Loop,Yellowstone National Park,4.5,easy,1.2,200.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'fishing', 'hiking', 'walking', 'bird watching', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,0.62
8915,8921,https://www.alltrails.com/trail/us/wyoming/yellowstone-observation-point?ref=result-card,Yellowstone Observation Point,Yellowstone National Park,4.5,moderate,1.5,262.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'views', 'fee', 'no dogs']",Wyoming,0.78
8916,8922,https://www.alltrails.com/trail/us/wyoming/moose-ponds-trail?ref=result-card,Moose Ponds Trail,Grand Teton National Park,4.0,easy,3.2,150.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.38
8917,8923,https://www.alltrails.com/trail/us/wyoming/mormon-rows-moulton-barn?ref=result-card,Mormon Row's Moulton Barn,Grand Teton National Park,4.0,easy,0.1,0.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'nature trips', 'walking', 'bird watching', 'river', 'views', 'wildflowers', 'wildlife', 'historic site', 'fee', 'no dogs']",Wyoming,0.05
8918,8924,https://www.alltrails.com/trail/us/wyoming/yellowstone-lake-overlook-trail?ref=result-card,Yellowstone Lake Overlook Trail,Yellowstone National Park,4.5,moderate,1.7,200.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,0.82
8919,8925,https://www.alltrails.com/trail/us/wyoming/teton-village-wildflower-trail-to-gondola-summit?ref=result-card,Teton Village Wildflower Trail to Gondola Summit,Grand Teton National Park,4.5,hard,8.0,2742.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,4.03
8920,8926,https://www.alltrails.com/trail/us/wyoming/osprey-falls-trail?ref=result-card,Osprey Falls Trail,Yellowstone National Park,4.5,moderate,8.3,1811.0,Out & back,No Dogs Allowed,Not Kid Friendly,Ideal For Biking,"['hiking', 'mountain biking', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,4.2
8922,8928,https://www.alltrails.com/trail/us/wyoming/fairy-falls-and-imperial-geyser-loop?ref=result-card,Fairy Falls and Imperial Geyser Loop,Yellowstone National Park,4.5,moderate,8.8,423.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'lake', 'hot springs', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,3.55
8924,8930,https://www.alltrails.com/trail/us/wyoming/lake-of-the-crags-trail?ref=result-card,Lake of the Crags Trail ,Grand Teton National Park,4.5,hard,4.5,2883.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee']",Wyoming,2.78
8926,8932,https://www.alltrails.com/trail/us/wyoming/canyon-rim-south-trail-to-artist-point?ref=result-card,Canyon Rim South Trail to Artist Point,Yellowstone National Park,4.5,easy,2.5,278.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'walking', 'river', 'views', 'wildflowers', 'fee', 'no dogs']",Wyoming,1.2
8927,8933,https://www.alltrails.com/trail/us/wyoming/sevenmile-hole-trail?ref=result-card,Seven Mile Hole Trail,Yellowstone National Park,4.5,hard,9.7,2043.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'forest', 'hot springs', 'river', 'views', 'wildlife', 'fee', 'no dogs']",Wyoming,5.28
8928,8934,https://www.alltrails.com/trail/us/wyoming/paintbrush-canyon-cascade-canyon-loop?ref=result-card,Paintbrush Canyon - Cascade Canyon Loop,Grand Teton National Park,5.0,hard,21.9,4229.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'muddy', 'rocky', 'scramble', 'snow', 'fee', 'no dogs']",Wyoming,10.82
8929,8935,https://www.alltrails.com/trail/us/wyoming/point-sublime-trail?ref=result-card,Point Sublime via Artist Point,Yellowstone National Park,4.5,moderate,2.7,341.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee', 'no dogs']",Wyoming,1.32
8931,8937,https://www.alltrails.com/trail/us/wyoming/geyser-hill-loop-trail-and-observation-point?ref=result-card,Geyser Hill Loop Trail and Observation Point,Yellowstone National Park,4.5,easy,2.5,285.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'views', 'fee', 'no dogs']",Wyoming,1.2
8933,8939,https://www.alltrails.com/trail/us/wyoming/brink-of-the-upper-yellowstone-falls?ref=result-card,Brink of the Upper Yellowstone Falls,Yellowstone National Park,4.5,easy,0.3,36.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'paved', 'river', 'waterfall', 'fee', 'no dogs']",Wyoming,0.15
8934,8940,https://www.alltrails.com/trail/us/wyoming/jenny-lake-loop-via-string-lake-trailhead?ref=result-card,Jenny Lake Loop via String Lake Trailhead,Grand Teton National Park,4.5,moderate,7.5,688.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'bird watching', 'running', 'forest', 'lake', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'snow', 'fee', 'no dogs']",Wyoming,3.48
8935,8941,https://www.alltrails.com/trail/us/wyoming/gibbon-falls?ref=result-card,Gibbon Falls,Yellowstone National Park,4.0,easy,0.5,55.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'nature trips', 'walking', 'river', 'views', 'waterfall', 'wildlife', 'fee', 'no dogs']",Wyoming,0.23
8936,8942,https://www.alltrails.com/trail/us/wyoming/colter-bay-hermitage-point-trail?ref=result-card,Colter Bay Hermitage Point Trail,Grand Teton National Park,4.0,easy,9.6,738.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'cross-country skiing', 'hiking', 'nature trips', 'snowshoeing', 'bird watching', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'bugs', 'fee', 'no dogs']",Wyoming,4.37
8937,8943,https://www.alltrails.com/trail/us/wyoming/signal-mountain-trail?ref=result-card,Signal Mountain Trail,Grand Teton National Park,4.0,moderate,8.3,1184.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,4.13
8939,8945,https://www.alltrails.com/trail/us/wyoming/holly-lake-trail?ref=result-card,Holly Lake Trail,Grand Teton National Park,5.0,hard,12.4,2749.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'lake', 'wildflowers', 'fee', 'no dogs']",Wyoming,6.85
8940,8946,https://www.alltrails.com/trail/us/wyoming/hanging-canyon-to-lake-of-the-crags?ref=result-card,Hanging Canyon to Lake of the Crags,Grand Teton National Park,5.0,hard,8.8,3090.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee']",Wyoming,5.53
8941,8947,https://www.alltrails.com/trail/us/wyoming/phelps-lake--5?ref=result-card,Phelps Lake,Grand Teton National Park,4.5,moderate,4.4,994.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'running', 'forest', 'lake', 'views', 'fee', 'no dogs']",Wyoming,2.45
8943,8949,https://www.alltrails.com/trail/us/wyoming/middle-teton-southwest-couloir?ref=result-card,Middle Teton Southwest Couloir,Grand Teton National Park,4.5,hard,12.7,6040.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'rock climbing', 'bird watching', 'running', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'scramble', 'snow', 'off trail', 'fee', 'no dogs']",Wyoming,9.12
8945,8951,https://www.alltrails.com/trail/us/wyoming/back-basin-trail?ref=result-card,Back Basin Trail,Yellowstone National Park,4.5,easy,2.6,121.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'hot springs', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.13
8947,8953,https://www.alltrails.com/trail/us/wyoming/mystic-falls-geyser-basin-loop?ref=result-card,Mystic Falls - Geyser Basin Loop,Yellowstone National Park,4.5,moderate,8.9,928.0,Loop,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'views', 'fee']",Wyoming,4.22
8948,8954,https://www.alltrails.com/trail/us/wyoming/holly-lake-via-leigh-lake-trail-to-paintbrush-canyon-trail?ref=result-card,Holly Lake via Leigh Lake Trail to Paintbrush Canyon Trail,Grand Teton National Park,5.0,hard,13.0,2713.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'lake', 'views', 'wildflowers', 'fee']",Wyoming,7.07
8951,8957,https://www.alltrails.com/trail/us/wyoming/string-lake-trail-to-leigh-lake-th?ref=result-card,String Lake Trail to Leigh Lake TH,Grand Teton National Park,4.5,easy,0.9,3.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'rocky', 'fee', 'no dogs']",Wyoming,0.37
8952,8958,https://www.alltrails.com/trail/us/wyoming/hellroaring-creek-to-yellowstone-river?ref=result-card,Hellroaring Creek Trail  to Yellowstone River,Yellowstone National Park,4.5,moderate,2.1,626.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'river', 'views', 'wildlife', 'fee']",Wyoming,1.27
8955,8961,https://www.alltrails.com/trail/us/wyoming/static-peak-grand-teton-park?ref=result-card,Static Peak,Grand Teton National Park,5.0,hard,16.8,5423.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'bird watching', 'views', 'fee', 'no dogs']",Wyoming,10.43
8956,8962,https://www.alltrails.com/trail/us/wyoming/garnet-canyon-to-the-lower-saddle-trail?ref=result-card,Garnet Canyon to The Lower Saddle Trail,Grand Teton National Park,5.0,hard,12.3,5321.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'rock climbing', 'running', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,8.55
8957,8963,https://www.alltrails.com/trail/us/wyoming/swan-lake-and-heron-pond-trail?ref=result-card,Swan Lake and Heron Pond Trail,Grand Teton National Park,4.0,easy,3.2,236.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,1.45
8958,8964,https://www.alltrails.com/trail/us/wyoming/canyon-rim-south-trail-to-point-sublime?ref=result-card,Canyon Rim South Trail to Point Sublime,Yellowstone National Park,4.5,easy,6.4,793.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",Wyoming,3.12
